video,label,split,path,num_faces
rnqtouthbt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rnqtouthbt.mp4,2
sfjsmbrsnu.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sfjsmbrsnu.mp4,1
dcjvqpgjgd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/dcjvqpgjgd.mp4,1
bvpqatdnyb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/bvpqatdnyb.mp4,1
yqtbeidtzs.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/yqtbeidtzs.mp4,1
zlrzisczqb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zlrzisczqb.mp4,1
qmwjjozruz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qmwjjozruz.mp4,1
aqpfnbapix.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/aqpfnbapix.mp4,1
yermnsnlgf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/yermnsnlgf.mp4,2
rzjsdmslwm.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rzjsdmslwm.mp4,1
lsfrtmpubn.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/lsfrtmpubn.mp4,1
kqgnmikzxr.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/kqgnmikzxr.mp4,1
iudlawgsry.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/iudlawgsry.mp4,1
lexbzkffgy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/lexbzkffgy.mp4,1
evojufsbso.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/evojufsbso.mp4,1
phwhurlseg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/phwhurlseg.mp4,1
xgjkxemsmk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/xgjkxemsmk.mp4,1
zarahdlzit.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zarahdlzit.mp4,1
kynyykjlwj.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/kynyykjlwj.mp4,1
egwzzhemvk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/egwzzhemvk.mp4,1
wmgxnhiuvt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wmgxnhiuvt.mp4,1
zjqpffqyww.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zjqpffqyww.mp4,2
icqveacfdo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/icqveacfdo.mp4,1
jqhsfrduxs.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jqhsfrduxs.mp4,1
lijpeujqot.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/lijpeujqot.mp4,1
delyrslnsy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/delyrslnsy.mp4,1
sakuogenej.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sakuogenej.mp4,1
penlswonan.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/penlswonan.mp4,2
pelbstehdi.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/pelbstehdi.mp4,1
lfrogrspmg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/lfrogrspmg.mp4,2
vozhxcagmw.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vozhxcagmw.mp4,1
bqtterqjyn.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/bqtterqjyn.mp4,1
manhezizaf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/manhezizaf.mp4,1
qtzhupcuap.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qtzhupcuap.mp4,1
ttspsxomfi.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ttspsxomfi.mp4,1
fojbikmxjv.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/fojbikmxjv.mp4,1
rplkffclru.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rplkffclru.mp4,1
wlxepdqvns.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wlxepdqvns.mp4,2
tymhvqkpdp.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/tymhvqkpdp.mp4,1
oapxsoaoyr.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/oapxsoaoyr.mp4,1
eiyozfeewp.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/eiyozfeewp.mp4,1
asarlqgmqi.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/asarlqgmqi.mp4,1
jeqxukpock.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jeqxukpock.mp4,1
ijiubvcsfk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ijiubvcsfk.mp4,1
pkplwbcjbz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/pkplwbcjbz.mp4,1
vgfxjwupga.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vgfxjwupga.mp4,1
prqennmmxg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/prqennmmxg.mp4,1
gtcqlfgves.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/gtcqlfgves.mp4,1
jikcoeqasq.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jikcoeqasq.mp4,1
cpekxlmlwa.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/cpekxlmlwa.mp4,2
yukhvsxxvk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/yukhvsxxvk.mp4,1
nussrkyuzy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/nussrkyuzy.mp4,2
dvvglvssak.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/dvvglvssak.mp4,1
nxihjsvfwo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/nxihjsvfwo.mp4,1
cwqwhvjaul.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/cwqwhvjaul.mp4,1
sdxtqsgcpy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sdxtqsgcpy.mp4,2
makbkfzgvg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/makbkfzgvg.mp4,1
egsaglisze.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/egsaglisze.mp4,1
quzugnyxdh.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/quzugnyxdh.mp4,1
ntvvvvhwdq.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ntvvvvhwdq.mp4,1
qxhfetfjyf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qxhfetfjyf.mp4,1
pfqkvwlvtk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/pfqkvwlvtk.mp4,1
hojjnezarv.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/hojjnezarv.mp4,1
reuveljibk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/reuveljibk.mp4,2
mwtxlrfkxh.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/mwtxlrfkxh.mp4,1
rmbrgigdxl.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rmbrgigdxl.mp4,1
qyksotcywq.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qyksotcywq.mp4,1
sigtxuuutc.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sigtxuuutc.mp4,1
fkksbgaibl.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/fkksbgaibl.mp4,1
slljlunhug.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/slljlunhug.mp4,1
gtehnsuwpf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/gtehnsuwpf.mp4,2
qwcbzwpvqd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qwcbzwpvqd.mp4,2
kvajvgmref.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/kvajvgmref.mp4,1
dxvgdftehj.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/dxvgdftehj.mp4,1
ixgbeiekdr.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ixgbeiekdr.mp4,1
pkhtxtxtsp.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/pkhtxtxtsp.mp4,1
wzassqqhbd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wzassqqhbd.mp4,1
jvrtqrtulh.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jvrtqrtulh.mp4,1
wvhdplgccl.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wvhdplgccl.mp4,1
igpuctdnhm.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/igpuctdnhm.mp4,1
ylejsmgrhi.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ylejsmgrhi.mp4,1
rqgprxvris.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rqgprxvris.mp4,1
zhzcydvvlo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zhzcydvvlo.mp4,1
gqndefmvai.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/gqndefmvai.mp4,1
kaffwaiexj.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/kaffwaiexj.mp4,1
rfrcwmnpdk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rfrcwmnpdk.mp4,1
vyiikcnkyw.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vyiikcnkyw.mp4,1
wyqhadmmcy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wyqhadmmcy.mp4,2
znxrplwvah.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/znxrplwvah.mp4,1
cgtazaiapf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/cgtazaiapf.mp4,1
jozmldrwgz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jozmldrwgz.mp4,2
djagudgftt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/djagudgftt.mp4,2
rkbxgozdju.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rkbxgozdju.mp4,1
dukyihrdhb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/dukyihrdhb.mp4,1
ylfyzjrdpt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ylfyzjrdpt.mp4,1
sgrivzmklt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sgrivzmklt.mp4,1
mmsqgolkrz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/mmsqgolkrz.mp4,2
hnetpruzii.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/hnetpruzii.mp4,1
slqosdknze.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/slqosdknze.mp4,1
wofnyginsw.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wofnyginsw.mp4,1
sqtujfkdfd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sqtujfkdfd.mp4,1
vrqljnmysb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vrqljnmysb.mp4,1
cenmgmzjqp.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/cenmgmzjqp.mp4,1
xvyvvrqcme.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/xvyvvrqcme.mp4,2
jnlevanrpd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jnlevanrpd.mp4,1
mezufhyhtr.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/mezufhyhtr.mp4,1
wlsoqzaqrs.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wlsoqzaqrs.mp4,2
azgrvcvhzf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/azgrvcvhzf.mp4,1
vorsmesegs.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vorsmesegs.mp4,2
uadjqcpazo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/uadjqcpazo.mp4,1
dermobcmbu.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/dermobcmbu.mp4,1
nkjvxekngp.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/nkjvxekngp.mp4,1
jrrhsbwjph.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jrrhsbwjph.mp4,1
gcossjikmb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/gcossjikmb.mp4,2
xaugdeigiy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/xaugdeigiy.mp4,2
wsoorusvod.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wsoorusvod.mp4,1
jruqdkdnnz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jruqdkdnnz.mp4,1
xzwuhfwhxw.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/xzwuhfwhxw.mp4,1
wnbjmruoef.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wnbjmruoef.mp4,1
ltjyyomzub.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ltjyyomzub.mp4,1
whghgfejtv.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/whghgfejtv.mp4,1
phrzyfxbfg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/phrzyfxbfg.mp4,1
vqseehupzh.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vqseehupzh.mp4,1
jqnatdphlg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jqnatdphlg.mp4,2
mgxkzuxhdh.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/mgxkzuxhdh.mp4,2
epnzmghgbt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/epnzmghgbt.mp4,1
jagrhoufaz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jagrhoufaz.mp4,1
eskluhxdrc.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/eskluhxdrc.mp4,1
vsgzuqdavx.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vsgzuqdavx.mp4,1
eaqkzccyga.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/eaqkzccyga.mp4,1
zwsjjbxxlz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zwsjjbxxlz.mp4,1
rfqhpayvga.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rfqhpayvga.mp4,1
qdvwtjmpzd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qdvwtjmpzd.mp4,2
sdkzpyuxkr.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sdkzpyuxkr.mp4,1
ljjuxvbukg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ljjuxvbukg.mp4,2
njpqdbsubj.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/njpqdbsubj.mp4,1
lslkefhabn.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/lslkefhabn.mp4,1
fceobmlgdo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/fceobmlgdo.mp4,1
mwzaybyxtv.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/mwzaybyxtv.mp4,1
whlfpcoiiy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/whlfpcoiiy.mp4,1
imzpiqvcnt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/imzpiqvcnt.mp4,1
ktsbmyurdw.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ktsbmyurdw.mp4,1
jbdkulvsti.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jbdkulvsti.mp4,1
tgxryxiyay.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/tgxryxiyay.mp4,1
slfwivhnle.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/slfwivhnle.mp4,1
oquxsdudzn.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/oquxsdudzn.mp4,1
ofrivhedps.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ofrivhedps.mp4,1
eeqxmjwbhi.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/eeqxmjwbhi.mp4,1
hwlwjbtrzq.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/hwlwjbtrzq.mp4,2
zsdmgllhck.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zsdmgllhck.mp4,1
xwqosjsyjf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/xwqosjsyjf.mp4,1
wimdsuuvuo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wimdsuuvuo.mp4,1
gchzfflazb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/gchzfflazb.mp4,1
wbzzvjhdwy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wbzzvjhdwy.mp4,1
kicgvgukqs.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/kicgvgukqs.mp4,1
