video,label,split,path
bvpqatdnyb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/bvpqatdnyb.mp4
yqtbeidtzs.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/yqtbeidtzs.mp4
zlrzisczqb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zlrzisczqb.mp4
qmwjjozruz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qmwjjozruz.mp4
aqpfnbapix.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/aqpfnbapix.mp4
yermnsnlgf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/yermnsnlgf.mp4
rzjsdmslwm.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rzjsdmslwm.mp4
lsfrtmpubn.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/lsfrtmpubn.mp4
kqgnmikzxr.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/kqgnmikzxr.mp4
iudlawgsry.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/iudlawgsry.mp4
lexbzkffgy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/lexbzkffgy.mp4
evojufsbso.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/evojufsbso.mp4
phwhurlseg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/phwhurlseg.mp4
xgjkxemsmk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/xgjkxemsmk.mp4
zarahdlzit.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zarahdlzit.mp4
kynyykjlwj.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/kynyykjlwj.mp4
egwzzhemvk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/egwzzhemvk.mp4
wmgxnhiuvt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wmgxnhiuvt.mp4
zjqpffqyww.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zjqpffqyww.mp4
icqveacfdo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/icqveacfdo.mp4
jqhsfrduxs.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jqhsfrduxs.mp4
lijpeujqot.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/lijpeujqot.mp4
delyrslnsy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/delyrslnsy.mp4
sakuogenej.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sakuogenej.mp4
penlswonan.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/penlswonan.mp4
pelbstehdi.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/pelbstehdi.mp4
lfrogrspmg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/lfrogrspmg.mp4
vozhxcagmw.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vozhxcagmw.mp4
bqtterqjyn.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/bqtterqjyn.mp4
manhezizaf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/manhezizaf.mp4
qtzhupcuap.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qtzhupcuap.mp4
ttspsxomfi.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ttspsxomfi.mp4
fojbikmxjv.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/fojbikmxjv.mp4
rplkffclru.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rplkffclru.mp4
wlxepdqvns.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wlxepdqvns.mp4
tymhvqkpdp.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/tymhvqkpdp.mp4
oapxsoaoyr.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/oapxsoaoyr.mp4
eiyozfeewp.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/eiyozfeewp.mp4
asarlqgmqi.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/asarlqgmqi.mp4
jeqxukpock.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jeqxukpock.mp4
ijiubvcsfk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ijiubvcsfk.mp4
pkplwbcjbz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/pkplwbcjbz.mp4
vgfxjwupga.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vgfxjwupga.mp4
prqennmmxg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/prqennmmxg.mp4
gtcqlfgves.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/gtcqlfgves.mp4
jikcoeqasq.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jikcoeqasq.mp4
cpekxlmlwa.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/cpekxlmlwa.mp4
yukhvsxxvk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/yukhvsxxvk.mp4
nussrkyuzy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/nussrkyuzy.mp4
dvvglvssak.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/dvvglvssak.mp4
nxihjsvfwo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/nxihjsvfwo.mp4
cwqwhvjaul.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/cwqwhvjaul.mp4
sdxtqsgcpy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sdxtqsgcpy.mp4
makbkfzgvg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/makbkfzgvg.mp4
egsaglisze.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/egsaglisze.mp4
quzugnyxdh.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/quzugnyxdh.mp4
ntvvvvhwdq.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ntvvvvhwdq.mp4
qxhfetfjyf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qxhfetfjyf.mp4
pfqkvwlvtk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/pfqkvwlvtk.mp4
hojjnezarv.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/hojjnezarv.mp4
reuveljibk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/reuveljibk.mp4
mwtxlrfkxh.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/mwtxlrfkxh.mp4
rmbrgigdxl.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rmbrgigdxl.mp4
qyksotcywq.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qyksotcywq.mp4
sigtxuuutc.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sigtxuuutc.mp4
fkksbgaibl.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/fkksbgaibl.mp4
slljlunhug.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/slljlunhug.mp4
gtehnsuwpf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/gtehnsuwpf.mp4
qwcbzwpvqd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qwcbzwpvqd.mp4
kvajvgmref.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/kvajvgmref.mp4
dxvgdftehj.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/dxvgdftehj.mp4
ixgbeiekdr.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ixgbeiekdr.mp4
pkhtxtxtsp.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/pkhtxtxtsp.mp4
wzassqqhbd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wzassqqhbd.mp4
jvrtqrtulh.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jvrtqrtulh.mp4
wvhdplgccl.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wvhdplgccl.mp4
igpuctdnhm.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/igpuctdnhm.mp4
ylejsmgrhi.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ylejsmgrhi.mp4
rqgprxvris.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rqgprxvris.mp4
zhzcydvvlo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zhzcydvvlo.mp4
gqndefmvai.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/gqndefmvai.mp4
kaffwaiexj.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/kaffwaiexj.mp4
rfrcwmnpdk.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rfrcwmnpdk.mp4
vyiikcnkyw.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vyiikcnkyw.mp4
wyqhadmmcy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wyqhadmmcy.mp4
znxrplwvah.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/znxrplwvah.mp4
cgtazaiapf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/cgtazaiapf.mp4
jozmldrwgz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jozmldrwgz.mp4
djagudgftt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/djagudgftt.mp4
rkbxgozdju.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rkbxgozdju.mp4
dukyihrdhb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/dukyihrdhb.mp4
ylfyzjrdpt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ylfyzjrdpt.mp4
sgrivzmklt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sgrivzmklt.mp4
mmsqgolkrz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/mmsqgolkrz.mp4
hnetpruzii.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/hnetpruzii.mp4
slqosdknze.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/slqosdknze.mp4
wofnyginsw.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wofnyginsw.mp4
sqtujfkdfd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sqtujfkdfd.mp4
vrqljnmysb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vrqljnmysb.mp4
cenmgmzjqp.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/cenmgmzjqp.mp4
xvyvvrqcme.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/xvyvvrqcme.mp4
jnlevanrpd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jnlevanrpd.mp4
mezufhyhtr.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/mezufhyhtr.mp4
wlsoqzaqrs.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wlsoqzaqrs.mp4
azgrvcvhzf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/azgrvcvhzf.mp4
vorsmesegs.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vorsmesegs.mp4
uadjqcpazo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/uadjqcpazo.mp4
dermobcmbu.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/dermobcmbu.mp4
nkjvxekngp.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/nkjvxekngp.mp4
jrrhsbwjph.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jrrhsbwjph.mp4
gcossjikmb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/gcossjikmb.mp4
xaugdeigiy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/xaugdeigiy.mp4
wsoorusvod.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wsoorusvod.mp4
jruqdkdnnz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jruqdkdnnz.mp4
xzwuhfwhxw.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/xzwuhfwhxw.mp4
wnbjmruoef.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wnbjmruoef.mp4
ltjyyomzub.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ltjyyomzub.mp4
whghgfejtv.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/whghgfejtv.mp4
phrzyfxbfg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/phrzyfxbfg.mp4
vqseehupzh.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vqseehupzh.mp4
jqnatdphlg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jqnatdphlg.mp4
mgxkzuxhdh.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/mgxkzuxhdh.mp4
epnzmghgbt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/epnzmghgbt.mp4
jagrhoufaz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jagrhoufaz.mp4
eskluhxdrc.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/eskluhxdrc.mp4
vsgzuqdavx.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/vsgzuqdavx.mp4
eaqkzccyga.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/eaqkzccyga.mp4
zwsjjbxxlz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zwsjjbxxlz.mp4
rfqhpayvga.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/rfqhpayvga.mp4
qdvwtjmpzd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/qdvwtjmpzd.mp4
sdkzpyuxkr.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/sdkzpyuxkr.mp4
ljjuxvbukg.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ljjuxvbukg.mp4
njpqdbsubj.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/njpqdbsubj.mp4
lslkefhabn.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/lslkefhabn.mp4
fceobmlgdo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/fceobmlgdo.mp4
mwzaybyxtv.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/mwzaybyxtv.mp4
whlfpcoiiy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/whlfpcoiiy.mp4
imzpiqvcnt.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/imzpiqvcnt.mp4
ktsbmyurdw.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ktsbmyurdw.mp4
jbdkulvsti.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/jbdkulvsti.mp4
tgxryxiyay.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/tgxryxiyay.mp4
slfwivhnle.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/slfwivhnle.mp4
oquxsdudzn.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/oquxsdudzn.mp4
ofrivhedps.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/ofrivhedps.mp4
eeqxmjwbhi.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/eeqxmjwbhi.mp4
hwlwjbtrzq.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/hwlwjbtrzq.mp4
zsdmgllhck.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/zsdmgllhck.mp4
xwqosjsyjf.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/xwqosjsyjf.mp4
wimdsuuvuo.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wimdsuuvuo.mp4
gchzfflazb.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/gchzfflazb.mp4
wbzzvjhdwy.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/wbzzvjhdwy.mp4
kicgvgukqs.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/kicgvgukqs.mp4
haonmijjij.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/haonmijjij.mp4
cndpomgvxd.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/cndpomgvxd.mp4
gqwieprwei.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/gqwieprwei.mp4
eghhfgzxme.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/eghhfgzxme.mp4
xwpcimjyuz.mp4,FAKE,A1,/kaggle/input/deepfake-dataset/dfdc_train_part_49/dfdc_train_part_49/xwpcimjyuz.mp4
